20161001,30
20161002,27
20161003,82
20161004,49
20161005,89
20161006,48
20161007,27
20161008,34
20161009,62
20161010,58
20161011,8
20161012,15
20161013,17
20161014,40
20161015,13
20161016,91
20161017,41
20161018,28
20161019,54
20161020,0
20161021,44
20161022,20
20161023,88
20161024,8
20161025,0
20161026,43
20161027,11
20161028,0
20161029,73
20161030,51
20161031,83
