1,8.1,4.0,13.8
2,7.2,2.2,11.7
3,6.7,0.8,12.0
4,7.6,6.3,9.7
5,6.9,4.9,10.8
6,6.1,2.4,9.3
7,4.2,-0.1,5.7
8,1.9,-2.9,5.6
9,3.0,0.5,4.3
10,4.0,3.1,5.2
11,1.8,-3.1,5.8
12,2.0,-3.3,5.0
13,2.7,-1.0,4.7
14,3.1,-2.3,6.9
15,10.8,6.9,12.9
16,11.9,9.3,14.2
17,9.3,7.6,11.5
18,6.0,3.2,8.2
19,5.8,4.0,8.1
20,8.4,4.8,12.5
21,12.0,8.1,13.9
22,11.0,6.5,14.2
23,7.9,3.7,11.1
24,6.6,3.0,8.7
25,3.3,-0.6,8.4
26,-0.1,-2.6,3.6
27,5.6,-1.0,9.4
28,-0.3,-4.1,4.2
29,-3.1,-7.0,4.3
30,2.0,-7.0,6.8
